index,index2,Accession,family,Plot,Plant,Plant Height,Lateral tillers,Compact,FALL Rhizomes,Rhiz_num,Genotype?,Regrowth
A1D1-D4-S1-207-14,A1D1.D4.S1.207.14,A1D1-D4-S1,A1D1-D4,207,14,5.08,2,,BT,0.5,Y,NO
A1D1-D4-S1-207-15,A1D1.D4.S1.207.15,A1D1-D4-S1,A1D1-D4,207,15,7.04,0,,NR,0,Y,NO
A1D1-D4-S1-207-19,A1D1.D4.S1.207.19,A1D1-D4-S1,A1D1-D4,207,19,7.11,0,,+R,1,Y,NO
A1D1-D4-S1-207-22,A1D1.D4.S1.207.22,A1D1-D4-S1,A1D1-D4,207,22,2.05,0,,+R,1,Y,NO
A1D1-D4-S1-207-30,A1D1.D4.S1.207.30,A1D1-D4-S1,A1D1-D4,207,30,4,0,,++R,2,Y,NO
A1D132-S1-208-1,A1D132.S1.208.1,A1D132-S1,A1D132,208,1,4,1,,+++R,3,Y,NO
A1D132-S1-208-4,A1D132.S1.208.4,A1D132-S1,A1D132,208,4,4.11,0,,NR,0,Y,NO
A1D132-S1-208-5,A1D132.S1.208.5,A1D132-S1,A1D132,208,5,3,2,,BT,0.5,Y,NO
A1D132-S1-208-9,A1D132.S1.208.9,A1D132-S1,A1D132,208,9,6.01,2,,NR,0,Y,NO
A1D132-S1-208-10,A1D132.S1.208.10,A1D132-S1,A1D132,208,10,4,3,,BT,0.5,Y,NO
A1D132-S1-208-25,A1D132.S1.208.25,A1D132-S1,A1D132,208,25,3.05,1,,+R,1,Y,NO
A1D132-S1-208-30,A1D132.S1.208.30,A1D132-S1,A1D132,208,30,3,1,,+R,1,Y,NO
A1D37-T2-209-2,A1D37.T2.209.2,A1D37-T2,A1D37,209,2,3.05,0,,BT,0.5,Y,NO
A1D37-T2-209-4,A1D37.T2.209.4,A1D37-T2,A1D37,209,4,7.03,2,,BT,0.5,Y,NO
A1D37-T2-209-6,A1D37.T2.209.6,A1D37-T2,A1D37,209,6,5.1,1,,+R,1,Y,NO
A1D37-T2-209-8,A1D37.T2.209.8,A1D37-T2,A1D37,209,8,7.01,0,,+R,1,Y,NO
A1D190-S13-210-7,A1D190.S13.210.7,A1D190-S13,A1D190,210,7,3.05,0,,+R,1,Y,NO
A1D190-S13-210-8,A1D190.S13.210.8,A1D190-S13,A1D190,210,8,5.02,2,,+R,1,Y,NO
A1D190-S13-210-9,A1D190.S13.210.9,A1D190-S13,A1D190,210,9,5.05,2,,+R,1,Y,Yes
A1D190-S13-210-34,A1D190.S13.210.34,A1D190-S13,A1D190,210,34,4,1,,NR,0,Y,NO
A1D190-S13-210-35,A1D190.S13.210.35,A1D190-S13,A1D190,210,35,4.08,2,,+R,1,Y,NO
A1D190-S13-210-41,A1D190.S13.210.41,A1D190-S13,A1D190,210,41,4.06,2,,++R,2,Y,NO
A1D190-S13-210-42,A1D190.S13.210.42,A1D190-S13,A1D190,210,42,5.02,0,,+R,1,Y,NO
A1D190-S13-210-45,A1D190.S13.210.45,A1D190-S13,A1D190,210,45,3,1,,NR,0,Y,NO
A1D170-S1-211-1,A1D170.S1.211.1,A1D170-S1,A1D170,211,1,2,2,,BT,0.5,Y,NO
A1D170-S1-211-2,A1D170.S1.211.2,A1D170-S1,A1D170,211,2,5.07,5,,++R,2,Y,NO
A1D170-S1-211-4,A1D170.S1.211.4,A1D170-S1,A1D170,211,4,5.05,1,,NR,0,Y,NO
A1D170-S1-211-7,A1D170.S1.211.7,A1D170-S1,A1D170,211,7,5.04,3,,BT,0.5,Y,NO
A1D170-S1-211-8,A1D170.S1.211.8,A1D170-S1,A1D170,211,8,Late flowering,Late flowering,,NR,0,Y,NO
A1D170-S1-211-11,A1D170.S1.211.11,A1D170-S1,A1D170,211,11,6.05,0,,++R,2,Y,Yes
A1D170-S1-211-15,A1D170.S1.211.15,A1D170-S1,A1D170,211,15,6.08,2,,+R,1,Y,NO
A1D170-S1-211-18,A1D170.S1.211.18,A1D170-S1,A1D170,211,18,6.02,3,,+R,1,Y,NO
A1D170-S1-211-19,A1D170.S1.211.19,A1D170-S1,A1D170,211,19,7.01,3,,+R,1,Y,NO
A1D170-S1-211-20,A1D170.S1.211.20,A1D170-S1,A1D170,211,20,6,3,,++R,2,Y,NO
A1D1-AA6-R1-S2-212-5,A1D1.AA6.R1.S2.212.5,A1D1-AA6-R1-S2,A1D1-AA6,212,5,8.04,2,,++R,2,Y,Yes
A1D1-AA6-R1-S2-212-12,A1D1.AA6.R1.S2.212.12,A1D1-AA6-R1-S2,A1D1-AA6,212,12,6.02,2,,BT,0.5,Y,NO
A1D1-AA6-R1-S2-212-16,A1D1.AA6.R1.S2.212.16,A1D1-AA6-R1-S2,A1D1-AA6,212,16,Late flowering,Late flowering,,++R,2,Y,NO
A1D1-AA6-R1-S2-212-20,A1D1.AA6.R1.S2.212.20,A1D1-AA6-R1-S2,A1D1-AA6,212,20,6,1,,NR,0,Y,NO
A1D1-AA6-R1-S2-212-23,A1D1.AA6.R1.S2.212.23,A1D1-AA6-R1-S2,A1D1-AA6,212,23,5,0,,NR,0,Y,NO
A1D220-S5-213-11,A1D220.S5.213.11,A1D220-S5,A1D220,213,11,4,3,,++R,2,Y,NO
A1D220-S5-213-13,A1D220.S5.213.13,A1D220-S5,A1D220,213,13,5.08,5,,+R,1,Y,NO
A1D220-S5-213-15,A1D220.S5.213.15,A1D220-S5,A1D220,213,15,6.03,4,,++R,2,Y,Yes
A1D220-S5-213-17,A1D220.S5.213.17,A1D220-S5,A1D220,213,17,Late flowering,Late flowering,,NR,0,Y,NO
A1D156-S2-215-3,A1D156.S2.215.3,A1D156-S2,A1D156,215,3,4,0,,BT,0.5,Y,NO
A1D156-S2-215-4,A1D156.S2.215.4,A1D156-S2,A1D156,215,4,5.1,1,,BT,0.5,Y,NO
A1D156-S2-215-14,A1D156.S2.215.14,A1D156-S2,A1D156,215,14,5.02,0,,BT,0.5,Y,NO
A1D156-S2-215-15,A1D156.S2.215.15,A1D156-S2,A1D156,215,15,4.08,1,,BT,0.5,Y,NO
A1D156-S2-215-19,A1D156.S2.215.19,A1D156-S2,A1D156,215,19,4.09,2,,+R,1,Y,NO
A1D156-S2-215-21,A1D156.S2.215.21,A1D156-S2,A1D156,215,21,6.06,2,,+R,1,Y,NO
A1D1-AA6-R1-S4-217-1,A1D1.AA6.R1.S4.217.1,A1D1-AA6-R1-S4,A1D1-AA6,217,1,4.11,3,,++R,2,Y,NO
A1D1-AA6-R1-S4-217-6,A1D1.AA6.R1.S4.217.6,A1D1-AA6-R1-S4,A1D1-AA6,217,6,6.06,4,,+R,1,Y,Yes
A1D1-AA6-R1-S4-217-7,A1D1.AA6.R1.S4.217.7,A1D1-AA6-R1-S4,A1D1-AA6,217,7,4.09,0,,++R,2,Y,NO
A1D1-AA6-R1-S4-217-9,A1D1.AA6.R1.S4.217.9,A1D1-AA6-R1-S4,A1D1-AA6,217,9,4,3,,++R,2,Y,NO
A1D1-AA6-R1-S4-217-13,A1D1.AA6.R1.S4.217.13,A1D1-AA6-R1-S4,A1D1-AA6,217,13,3.05,2,,+R,1,Y,NO
A1D1-AA6-R1-S4-217-14,A1D1.AA6.R1.S4.217.14,A1D1-AA6-R1-S4,A1D1-AA6,217,14,7.01,0,,++R,2,Y,Yes
A1D1-AA6-R1-S4-217-16,A1D1.AA6.R1.S4.217.16,A1D1-AA6-R1-S4,A1D1-AA6,217,16,6,4,,++R,2,Y,NO
A1D1-AA6-R1-S4-217-17,A1D1.AA6.R1.S4.217.17,A1D1-AA6-R1-S4,A1D1-AA6,217,17,4,3,,+R,1,Y,Yes
A1D220-T19-218-2,A1D220.T19.218.2,A1D220-T19,A1D220,218,2,4.08,0,,++R,2,Y,NO
A1D220-T19-218-4,A1D220.T19.218.4,A1D220-T19,A1D220,218,4,4.07,2,,NR,0,Y,NO
A1D220-T19-218-8,A1D220.T19.218.8,A1D220-T19,A1D220,218,8,4.08,0,,BT,0.5,Y,NO
A1D220-T19-218-13,A1D220.T19.218.13,A1D220-T19,A1D220,218,13,4,2,,+R,1,Y,NO
A1D220-T19-218-23,A1D220.T19.218.23,A1D220-T19,A1D220,218,23,5.03,4,,BT,0.5,Y,NO
A1D220-T19-218-28,A1D220.T19.218.28,A1D220-T19,A1D220,218,28,7.04,2,,BT,0.5,Y,NO
A1D220-T19-218-31,A1D220.T19.218.31,A1D220-T19,A1D220,218,31,3.05,0,,NR,0,Y,NO
A1D220-T19-218-32,A1D220.T19.218.32,A1D220-T19,A1D220,218,32,Late flowering,Late flowering,,BT,0.5,Y,NO
A1D220-T19-218-33,A1D220.T19.218.33,A1D220-T19,A1D220,218,33,Late flowering,Late flowering,,BT,0.5,Y,NO
A1D179-S1-219-4,A1D179.S1.219.4,A1D179-S1,A1D179,219,4,3.05,2,,++R,2,Y,NO
A1D179-S1-219-7,A1D179.S1.219.7,A1D179-S1,A1D179,219,7,4,1,,BT,0.5,Y,NO
A1D179-S1-219-11,A1D179.S1.219.11,A1D179-S1,A1D179,219,11,4,1,,+R,1,Y,NO
A1D179-S1-219-17,A1D179.S1.219.17,A1D179-S1,A1D179,219,17,4,0,,BT,0.5,Y,NO
A1D179-S1-219-19,A1D179.S1.219.19,A1D179-S1,A1D179,219,19,Late flowering,Late flowering,,NR,0,Y,NO
A1D179-S1-219-21,A1D179.S1.219.21,A1D179-S1,A1D179,219,21,Late flowering,Late flowering,,BT,0.5,Y,NO
A1D185-T16-220-1,A1D185.T16.220.1,A1D185-T16,A1D185,220,1,3.05,3,,NR,0,Y,NO
A1D185-T16-220-2,A1D185.T16.220.2,A1D185-T16,A1D185,220,2,Late flowering,Late flowering,,+R,1,Y,NO
A1D185-T16-220-9,A1D185.T16.220.9,A1D185-T16,A1D185,220,9,4.11,2,,++R,2,Y,NO
A1D185-T16-220-11,A1D185.T16.220.11,A1D185-T16,A1D185,220,11,4.05,4,,BT,0.5,Y,NO
A1D1-D4-S4-221-1,A1D1.D4.S4.221.1,A1D1-D4-S4,A1D1-D4,221,1,4.05,1,,NR,0,Y,NO
A1D1-D4-S4-221-5,A1D1.D4.S4.221.5,A1D1-D4-S4,A1D1-D4,221,5,4.06,1,,+R,1,Y,NO
A1D1-D4-S4-221-11,A1D1.D4.S4.221.11,A1D1-D4-S4,A1D1-D4,221,11,6.04,0,,BT,0.5,Y,Yes
A1D1-D4-S4-221-12,A1D1.D4.S4.221.12,A1D1-D4-S4,A1D1-D4,221,12,5.04,3,,BT,0.5,Y,NO
A1D1-D4-S4-221-25,A1D1.D4.S4.221.25,A1D1-D4-S4,A1D1-D4,221,25,2.05,0,,NR,0,Y,NO
A1D1-D4-S4-221-28,A1D1.D4.S4.221.28,A1D1-D4-S4,A1D1-D4,221,28,4.08,2,,++R,2,Y,NO
A1D80-S1-222-1,A1D80.S1.222.1,A1D80-S1,A1D80,222,1,6.01,3,,BT,0.5,Y,NO
A1D80-S1-222-3,A1D80.S1.222.3,A1D80-S1,A1D80,222,3,5.06,2,,BT,0.5,Y,NO
A1D80-S1-222-10,A1D80.S1.222.10,A1D80-S1,A1D80,222,10,7.01,5,,+R,1,Y,Yes
A1D80-S1-222-13,A1D80.S1.222.13,A1D80-S1,A1D80,222,13,7.05,5,,++R,2,Y,NO
A1D80-S1-222-16,A1D80.S1.222.16,A1D80-S1,A1D80,222,16,4.05,2,,++R,2,Y,NO
A1D80-S1-222-19,A1D80.S1.222.19,A1D80-S1,A1D80,222,19,6.1,0,,NR,0,Y,NO
A1D80-S1-222-27,A1D80.S1.222.27,A1D80-S1,A1D80,222,27,4.05,1,,++R,2,Y,NO
